season,date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_ppda,away_ppda,home_deep,away_deep,Result,home_points,away_points,home_rolling_goals_created,away_rolling_goals_created,home_rolling_goals_conceded,away_rolling_goals_conceded,home_rolling_xg_created,away_rolling_xg_created,home_rolling_xg_conceded,away_rolling_xg_conceded,home_rolling_ppda_created,away_rolling_ppda_created,home_rolling_ppda_conceded,away_rolling_ppda_conceded,home_rolling_winrate,away_rolling_winrate,home_rolling_xg_home_only,away_rolling_xg_away_only,home_rolling_goals_home_only,away_rolling_goals_away_only,points_diff,rolling_xG_diff,rolling_ppda_diff,rolling_goals_diff,rolling_winrate_diff,home_squad_value,away_squad_value,squad_value_ratio,squad_value_diff,target
2017/18,2018-04-01,Lille,Amiens,0,1,0.7473,1.2415,15,10,3,2,11.2857,8.5946,6,1,A,28.0,31.0,1.2,0.6,1.8,0.8,0.84934,0.8927400000000001,1.64038,1.12758,13.091660000000001,8.85252,11.82546,6.327940000000001,0.0,0.2,0.83666,0.65186,1.2,0.8,-3.0,-0.043400000000000105,4.239140000000001,0.6,-0.2,96750000.0,69850000.0,1.385110952040086,26900000.0,2
2017/18,2018-04-01,Strasbourg,Metz,2,2,2.175,1.6647,18,11,5,5,5.6522,5.7143,6,3,D,32.0,21.0,1.0,0.8,2.4,2.0,0.8223800000000001,0.8968599999999999,1.82714,2.1388,8.35908,13.917239999999998,13.3274,10.85186,0.0,0.0,1.13634,0.8089600000000001,1.2,1.2,11.0,-0.07447999999999977,-5.558159999999997,0.19999999999999996,0.0,45600000.0,51200000.0,0.890625,-5600000.0,1
2017/18,2018-04-01,Caen,Montpellier,1,3,1.1926,2.1824,8,9,5,6,7.7297,10.4074,4,6,A,35.0,42.0,0.8,1.0,1.6,1.0,1.16898,1.22282,1.43866,0.86144,11.12296,11.90542,11.19272,10.558060000000001,0.2,0.0,1.5883399999999999,0.8871600000000001,1.4,0.6,-7.0,-0.05384000000000011,-0.7824599999999986,-0.19999999999999996,0.2,60100000.0,71850000.0,0.8364648573416841,-11750000.0,2
2017/18,2018-04-01,Troyes,Nice,0,2,0.4558,1.9783,11,15,3,6,18.6296,13.6667,5,11,A,29.0,42.0,0.2,1.8,1.2,1.2,0.5930000000000002,1.2471,1.3324600000000002,1.57844,15.390020000000002,15.58954,11.026340000000001,9.87464,0.0,0.4,0.9510800000000001,1.2026,0.4,2.0,-13.0,-0.6540999999999999,-0.19951999999999792,-1.6,-0.4,45050000.0,204100000.0,0.22072513473787359,-159050000.0,2
2017/18,2018-04-01,Lyon,Toulouse,2,0,2.7467,0.3629,20,10,5,6,7.1333,24.8571,12,1,H,57.0,30.0,1.6,1.4,1.2,1.6,1.3901999999999999,1.39568,0.98536,1.66736,10.20438,9.49366,11.3898,8.67366,0.4,0.0,1.0772599999999999,0.9442,1.0,0.6,27.0,-0.005480000000000151,0.7107200000000002,0.20000000000000018,0.4,363800000.0,110450000.0,3.293798098687189,253350000.0,0
2017/18,2018-04-04,Rennes,Monaco,1,1,1.9066,1.0588,20,8,7,2,6.7179,11.0,5,3,D,45.0,66.0,1.8,2.8,0.6,1.2,1.24986,2.0507800000000005,1.42652,0.91356,10.759960000000001,8.58636,12.130560000000001,11.18296,0.6,0.8,1.4881,1.4043,0.8,2.4,-21.0,-0.8009200000000005,2.1736000000000004,-0.9999999999999998,-0.20000000000000007,131250000.0,529799999.99999994,0.24773499433748586,-398549999.99999994,1
2017/18,2018-04-06,Saint-Etienne,Paris Saint Germain,1,1,2.9457,1.1957,16,8,5,2,26.1818,12.45,9,4,D,42.0,83.0,1.8,2.8,0.8,0.4,1.5375200000000002,2.26678,1.18732,0.9518000000000001,10.633500000000002,10.48724,15.400199999999998,19.04596,0.4,1.0,1.6910599999999998,1.841,2.0,1.8,-41.0,-0.7292599999999996,0.1462600000000016,-0.9999999999999998,-0.6,106880000.0,900100000.0,0.11874236195978224,-793220000.0,1
2017/18,2018-04-07,Monaco,Nantes,2,1,0.3359,0.3278,6,10,3,4,6.5909,13.9583,4,3,H,67.0,44.0,2.2,0.6,1.4,1.2,1.77864,1.4353799999999999,1.23428,0.9217000000000002,8.85088,13.694299999999998,10.37654,11.55948,0.6,0.2,2.16658,1.21052,2.8,1.6,23.0,0.3432600000000001,-4.843419999999998,1.6,0.39999999999999997,529799999.99999994,105700000.0,5.0122989593188265,424099999.99999994,0
2017/18,2018-04-07,Amiens,Caen,3,0,1.6517,1.4665,11,14,4,7,10.3889,4.35,7,6,H,34.0,35.0,0.8,0.6,0.8,1.8,1.03902,0.7401800000000001,1.08948,1.5979599999999998,9.087219999999999,10.31176,7.479519999999999,8.9665,0.4,0.2,1.04494,0.75354,0.8,0.2,-1.0,0.29884,-1.224540000000001,0.20000000000000007,0.2,69850000.0,60100000.0,1.1622296173044926,9750000.0,0
2017/18,2018-04-07,Bordeaux,Lille,2,1,2.5505,0.6747,15,7,6,1,6.8077,11.0,5,2,H,37.0,28.0,0.4,0.8,1.2,1.6,1.30108,0.8198599999999999,1.1406800000000001,1.47098,7.71408,11.9401,10.658479999999999,11.56374,0.0,0.0,1.59582,0.8324999999999999,1.2,1.0,9.0,0.4812200000000001,-4.226019999999999,-0.4,0.0,155450000.0,96750000.0,1.60671834625323,58700000.0,0
2017/18,2018-04-07,Guingamp,Troyes,4,0,2.7269,0.2669,15,8,10,4,13.1111,10.0435,1,4,H,38.0,29.0,1.2,0.2,2.6,1.6,1.0604999999999998,0.6111600000000001,1.9273,1.6721600000000003,7.138039999999999,18.018980000000003,12.20674,12.11802,0.2,0.0,0.92852,0.79858,1.2,0.4,9.0,0.44933999999999963,-10.880940000000002,1.0,0.2,51900000.0,45050000.0,1.1520532741398446,6850000.0,0
2017/18,2018-04-07,Toulouse,Dijon,0,1,0.7831,0.8607,19,8,5,3,7.3929,6.04,2,7,A,30.0,38.0,1.4,1.6,2.0,1.6,1.2807,1.16862,2.1146800000000003,1.88522,13.359519999999998,12.597179999999998,8.6161,7.95912,0.0,0.2,1.1917399999999998,0.9363399999999998,1.4,1.2,-8.0,0.11207999999999996,0.76234,-0.20000000000000018,-0.2,110450000.0,70300000.0,1.5711237553342816,40150000.0,2
2017/18,2018-04-07,Angers,Strasbourg,1,1,0.9072,1.4492,3,11,2,5,21.75,11.9474,5,2,D,35.0,33.0,1.8,1.0,0.6,1.8,1.8193399999999997,1.15016,1.08418,1.2349800000000002,16.6001,7.030699999999999,6.8225,12.577960000000001,0.6,0.0,1.5242,0.6632800000000001,1.4,1.0,2.0,0.6691799999999997,9.569400000000002,0.8,0.6,69550000.0,45600000.0,1.525219298245614,23950000.0,1
2017/18,2018-04-08,Metz,Lyon,0,5,0.4366,2.7504,10,14,5,6,14.0667,12.5714,7,10,A,22.0,60.0,1.2,1.6,2.2,0.8,0.94878,1.5218399999999999,2.1625,0.8789999999999999,13.04958,9.650400000000001,10.21564,12.952519999999998,0.0,0.6,1.10568,1.2597999999999998,1.4,1.8,-38.0,-0.5730599999999999,3.3991799999999994,-0.40000000000000013,-0.6,51200000.0,363800000.0,0.14073666849917538,-312600000.0,2
2017/18,2018-04-08,Nice,Rennes,1,1,0.4393,0.7714,10,9,2,3,15.8,10.9189,4,2,D,45.0,46.0,2.0,1.6,1.0,0.4,1.45334,1.354,1.4369,0.97096,16.38954,7.795840000000001,11.30056,11.97342,0.6,0.6,1.03636,0.96526,1.0,1.8,-1.0,0.09933999999999998,8.593699999999998,0.3999999999999999,0.0,204100000.0,131250000.0,1.555047619047619,72850000.0,1
2017/18,2018-04-08,Marseille,Montpellier,0,0,1.1191,0.1717,12,6,3,2,5.5294,17.32,12,1,D,62.0,45.0,1.6,1.4,1.8,1.0,2.2058799999999996,1.3694,1.00416,0.8959400000000001,5.9180399999999995,11.77024,12.09318,8.15106,0.4,0.2,2.46842,1.08544,2.4,1.0,17.0,0.8364799999999997,-5.8522,0.20000000000000018,0.2,236800000.0,71850000.0,3.2957550452331246,164950000.0,1
2017/18,2018-04-13,Angers,Nice,1,1,1.2411,0.9896,12,15,3,7,19.875,12.05,5,5,D,36.0,46.0,1.6,2.2,0.6,1.2,1.63612,1.5103,1.1810199999999997,1.22186,17.39556,17.5162,7.657439999999999,12.02476,0.4,0.6,1.40076,1.38188,1.4,2.0,-10.0,0.12582000000000004,-0.12064000000000163,-0.6000000000000001,-0.19999999999999996,69550000.0,204100000.0,0.34076433121019106,-134550000.0,1
2017/18,2018-04-14,Nantes,Dijon,1,1,1.1414,0.437,15,12,2,4,11.72,12.5,2,10,D,44.0,41.0,0.8,1.4,1.4,1.6,1.2776599999999998,1.03384,0.9093600000000001,1.9197,15.54682,12.49608,11.101659999999999,8.43258,0.2,0.2,1.4730400000000001,0.8667999999999999,0.6,1.0,3.0,0.2438199999999997,3.050740000000001,-0.5999999999999999,0.0,105700000.0,70300000.0,1.503556187766714,35400000.0,1
2017/18,2018-04-14,Lille,Guingamp,2,2,1.5566,0.7972,10,6,3,3,11.3182,8.7586,5,3,D,28.0,41.0,0.8,1.6,1.6,2.2,0.7617999999999999,1.25914,1.6164200000000002,1.7883,12.58556,8.80826,9.37074,12.04878,0.0,0.4,0.69746,0.60244,0.8,0.6,-13.0,-0.49734,3.7772999999999985,-0.8,-0.4,96750000.0,51900000.0,1.8641618497109826,44850000.0,1
2017/18,2018-04-14,Caen,Toulouse,0,0,0.2593,0.4894,9,5,0,2,5.1667,13.2,1,1,D,35.0,30.0,0.6,0.8,2.0,1.6,0.91134,1.1529,1.6213799999999998,1.8441800000000002,10.17664,12.474459999999999,9.735180000000001,8.74076,0.2,0.0,1.5307,0.8118399999999999,1.6,0.6,5.0,-0.24156,-2.297819999999998,-0.20000000000000007,0.2,60100000.0,110450000.0,0.5441376188320507,-50350000.0,1
2017/18,2018-04-14,Lyon,Amiens,3,0,2.558,0.2865,25,5,8,2,6.96,15.24,9,2,H,63.0,37.0,2.4,1.2,0.6,0.8,1.9376000000000002,1.28984,0.7087399999999999,1.1595,8.8235,9.389,14.65606,7.410379999999999,0.8,0.4,1.35916,0.7833600000000001,1.2,1.0,26.0,0.6477600000000001,-0.5655000000000001,1.2,0.4,363800000.0,69850000.0,5.208303507516106,293950000.0,0
2017/18,2018-04-14,Strasbourg,Saint-Etienne,0,1,1.4927,0.2409,16,5,6,1,17.8095,16.9286,2,3,A,34.0,43.0,1.2,1.8,2.0,0.8,1.3666999999999998,1.8690800000000003,1.29296,1.2921399999999998,8.447759999999999,14.76006,13.977960000000001,14.549019999999999,0.0,0.4,1.0421,1.5752000000000002,1.0,1.6,-9.0,-0.5023800000000005,-6.3123000000000005,-0.6000000000000001,-0.4,45600000.0,106880000.0,0.42664670658682635,-61280000.0,2
2017/18,2018-04-14,Rennes,Metz,1,2,2.0639,1.2746,14,7,3,6,8.4706,35.7273,6,4,A,47.0,22.0,1.4,0.8,0.6,2.8,1.1829,0.8437199999999999,0.99626,2.36584,8.4939,13.69626,11.70484,11.77792,0.4,0.0,1.5711000000000002,1.12452,1.0,1.4,25.0,0.33918000000000015,-5.2023600000000005,0.5999999999999999,0.4,131250000.0,51200000.0,2.5634765625,80050000.0,2
2017/18,2018-04-15,Paris Saint Germain,Monaco,7,1,3.2196,1.628,12,11,7,2,10.8333,11.6364,13,2,H,84.0,70.0,2.4,2.0,0.6,1.0,2.31168,1.4031799999999999,1.34284,1.01542,11.6742,9.085719999999998,22.182319999999997,10.80456,0.8,0.8,3.1324199999999998,1.4425000000000001,3.8,2.6,14.0,0.9085000000000001,2.5884800000000023,0.3999999999999999,0.0,900100000.0,529799999.99999994,1.6989429973574937,370300000.00000006,0
2017/18,2018-04-15,Troyes,Marseille,2,3,2.1441,1.3102,12,21,7,9,18.05,5.7917,5,7,A,29.0,63.0,0.2,1.6,2.0,1.2,0.6019800000000001,2.2316,1.89216,0.84426,16.5991,4.92392,13.254520000000003,14.254140000000001,0.0,0.4,0.7633200000000001,2.29582,0.4,1.8,-34.0,-1.6296199999999996,11.675180000000001,-1.4000000000000001,-0.4,45050000.0,236800000.0,0.19024493243243243,-191750000.0,2
2017/18,2018-04-15,Montpellier,Bordeaux,1,3,1.8512,1.5387,19,9,5,4,11.3214,13.5,5,2,A,46.0,40.0,1.4,0.8,1.0,1.4,1.2802799999999999,1.44186,1.04646,1.2447199999999998,12.28424,7.616040000000001,8.284519999999999,10.82514,0.2,0.2,1.43122,0.9072600000000002,1.6,1.0,6.0,-0.16158000000000006,4.6682,0.5999999999999999,0.0,71850000.0,155450000.0,0.46220649726600194,-83600000.0,2
2017/18,2018-04-20,Nantes,Rennes,1,1,1.6316,0.9118,12,15,6,3,9.48,6.3043,4,5,D,45.0,47.0,0.8,1.2,1.4,1.0,1.26986,1.39874,0.71908,0.9441599999999999,13.91188,9.15098,12.946100000000001,17.63212,0.2,0.2,1.59244,0.9963599999999999,0.8,1.8,-2.0,-0.1288800000000001,4.7608999999999995,-0.3999999999999999,0.0,105700000.0,131250000.0,0.8053333333333333,-25550000.0,1
2017/18,2018-04-20,Dijon,Lyon,2,5,0.7081,2.4588,15,21,5,11,11.6452,7.7083,8,7,A,42.0,66.0,1.2,2.8,1.4,0.4,0.7654,2.20836,1.7562000000000002,0.5651400000000001,9.55608,8.7905,8.706,14.97362,0.2,1.0,1.25824,1.66948,1.8,2.6,-24.0,-1.4429599999999998,0.7655799999999999,-1.5999999999999999,-0.8,70300000.0,363800000.0,0.19323804288070368,-293500000.0,2
2017/18,2018-04-21,Metz,Caen,1,1,0.8921,0.4718,15,5,3,4,12.6111,8.871,11,1,D,25.0,36.0,1.0,0.2,2.8,2.0,0.89664,0.74668,2.43642,1.54588,17.564799999999998,7.5363,11.572040000000001,11.31592,0.2,0.0,0.75486,0.77028,0.8,0.0,-11.0,0.14995999999999998,10.028499999999998,0.8,0.2,51200000.0,60100000.0,0.8519134775374376,-8900000.0,1
2017/18,2018-04-21,Amiens,Strasbourg,3,1,0.7875,2.0248,7,15,5,2,8.6522,4.4074,2,9,H,37.0,34.0,1.2,1.2,1.0,1.8,1.0401200000000002,1.49186,1.47416,1.1246200000000002,11.21882,10.950399999999998,7.76534,13.690000000000001,0.4,0.0,0.9823799999999998,0.9299,0.8,1.2,3.0,-0.4517399999999998,0.26842000000000077,0.0,0.4,69850000.0,45600000.0,1.531798245614035,24250000.0,0
2017/18,2018-04-21,Toulouse,Angers,2,0,2.8167,0.8127,14,7,8,0,14.4348,10.8333,4,1,H,31.0,37.0,0.6,1.2,1.4,0.8,0.9085799999999999,1.36902,1.69404,1.2184199999999998,13.214459999999999,18.18722,6.49718,9.14622,0.0,0.2,1.05118,1.23882,1.2,0.8,-6.0,-0.46043999999999996,-4.972760000000001,-0.6,-0.2,110450000.0,69550000.0,1.5880661394680087,40900000.0,0
2017/18,2018-04-21,Marseille,Lille,5,1,3.2279,0.9274,19,14,8,3,8.16,15.2414,11,8,H,66.0,29.0,2.0,1.0,1.4,1.6,2.21596,0.89986,1.0370000000000001,1.4194400000000003,5.426699999999999,12.46096,13.885200000000001,8.342459999999999,0.6,0.0,2.29596,0.72734,2.0,1.0,37.0,1.3161,-7.034260000000001,1.0,0.6,236800000.0,96750000.0,2.447545219638243,140050000.0,0
2017/18,2018-04-21,Guingamp,Monaco,3,1,3.1776,0.1978,24,4,12,1,7.2609,10.7143,14,3,H,42.0,70.0,2.0,1.8,2.0,2.2,1.25806,1.15878,1.5843,1.55476,9.63876,9.913,11.129079999999998,11.38604,0.4,0.6,1.4272,1.6315000000000002,2.0,2.4,-28.0,0.09928000000000003,-0.2742400000000007,0.19999999999999996,-0.19999999999999996,51900000.0,529799999.99999994,0.09796149490373728,-477899999.99999994,0
2017/18,2018-04-22,Nice,Montpellier,1,0,1.2226,0.2402,16,5,4,2,15.3125,19.0,7,4,H,47.0,46.0,2.0,1.4,1.2,1.4,1.3518,1.44962,1.2968199999999999,1.1133600000000001,17.1462,11.81808,13.611520000000002,9.55952,0.4,0.2,1.06834,0.9837,1.0,1.0,1.0,-0.09782000000000002,5.32812,0.6000000000000001,0.2,204100000.0,71850000.0,2.840640222686152,132250000.0,0
2017/18,2018-04-22,Saint-Etienne,Troyes,2,1,2.8783,0.993,18,6,6,3,8.5,12.96,3,4,H,46.0,29.0,1.6,0.6,0.4,2.2,1.5254800000000002,0.9736600000000001,1.23484,1.7482600000000001,16.075200000000002,15.38804,12.670919999999999,13.528020000000001,0.6,0.0,1.71196,0.8425799999999999,1.8,0.4,17.0,0.5518200000000001,0.6871600000000022,1.0,0.6,106880000.0,45050000.0,2.372475027746948,61830000.0,0
2017/18,2018-04-22,Bordeaux,Paris Saint Germain,0,1,1.0637,0.6351,21,10,8,2,14.5926,12.4667,5,5,A,43.0,87.0,1.2,3.4,1.2,0.8,1.64502,2.54966,1.04496,1.6113,8.73086,12.95602,11.58942,19.68854,0.4,0.8,1.621,1.94568,1.0,1.8,-44.0,-0.9046399999999999,-4.225160000000001,-2.2,-0.4,155450000.0,900100000.0,0.17270303299633374,-744650000.0,2
2017/18,2018-04-27,Montpellier,Saint-Etienne,0,1,1.3245,1.4833,25,7,5,5,10.3182,15.3529,8,5,A,46.0,49.0,1.2,1.8,1.4,0.4,1.3508799999999999,1.78964,1.23686,1.16664,13.401420000000002,14.615200000000002,10.1374,13.01676,0.2,0.8,1.3799599999999999,1.08268,1.4,1.4,-3.0,-0.43876000000000004,-1.2137799999999999,-0.6000000000000001,-0.6000000000000001,71850000.0,106880000.0,0.672249251497006,-35030000.0,2
2017/18,2018-04-28,Troyes,Caen,3,1,1.1667,0.5709,5,13,3,2,12.28,6.1071,4,2,H,29.0,37.0,0.8,0.4,2.4,2.0,1.0992600000000001,0.7918800000000001,1.97166,1.39084,13.891160000000003,6.531180000000001,10.508019999999998,12.27148,0.0,0.0,1.06142,0.6728,0.6,0.2,-8.0,0.30738,7.359980000000002,0.4,0.0,45050000.0,60100000.0,0.7495840266222962,-15050000.0,0
2017/18,2018-04-28,Bordeaux,Dijon,3,1,2.0076,1.3161,10,10,4,3,9.8519,7.0645,0,2,H,43.0,42.0,1.2,1.4,1.4,2.2,1.63418,0.71452,0.9940399999999998,2.0367,10.562719999999999,10.59346,9.976099999999999,8.167660000000001,0.4,0.2,1.3938599999999999,0.8936,0.4,1.2,1.0,0.9196599999999999,-0.030740000000001544,-0.19999999999999996,0.2,155450000.0,70300000.0,2.2112375533428166,85150000.0,0
2017/18,2018-04-28,Lille,Metz,3,1,2.1258,0.5025,15,14,9,4,7.2333,11.3704,10,4,H,29.0,26.0,1.0,1.2,2.4,2.0,0.9643200000000001,1.0121600000000002,1.9182400000000002,1.7607199999999998,13.024619999999999,15.910539999999997,7.7578000000000005,9.182599999999999,0.0,0.2,0.95374,1.12416,1.2,1.2,3.0,-0.047840000000000105,-2.8859199999999987,-0.19999999999999996,-0.2,96750000.0,51200000.0,1.8896484375,45550000.0,0
2017/18,2018-04-28,Lyon,Nantes,2,0,3.0343,0.3094,25,12,11,4,9.9412,19.25,16,3,H,69.0,46.0,3.6,0.8,0.8,1.6,2.3666600000000004,1.24392,0.6576000000000001,0.8284400000000002,8.7655,11.08788,14.523340000000001,10.11808,1.0,0.0,1.77026,0.9421799999999999,1.4,1.2,23.0,1.1227400000000005,-2.3223800000000008,2.8,1.0,363800000.0,105700000.0,3.4418164616840112,258100000.0,0
2017/18,2018-04-28,Strasbourg,Nice,1,1,0.673,1.1393,9,11,2,7,10.5455,8.7619,2,1,D,34.0,50.0,1.2,1.2,1.8,0.8,1.6159799999999997,1.1459199999999998,1.0827000000000002,1.0450000000000002,10.0033,16.5087,12.64652,15.868040000000002,0.0,0.4,1.27898,1.25388,1.0,2.0,-16.0,0.4700599999999999,-6.505400000000002,0.0,-0.4,45600000.0,204100000.0,0.22341989220970113,-158500000.0,1
2017/18,2018-04-28,Monaco,Amiens,0,0,0.5296,0.8181,16,7,1,1,4.1579,10.72,7,1,D,70.0,40.0,1.4,1.6,2.6,1.0,0.99892,0.98636,1.90944,1.68662,9.28194,10.86926,11.009640000000001,7.35516,0.4,0.6,1.7509400000000004,0.82804,2.6,1.0,30.0,0.012560000000000016,-1.58732,-0.20000000000000018,-0.19999999999999996,529799999.99999994,69850000.0,7.584824624194702,459949999.99999994,1
2017/18,2018-04-29,Paris Saint Germain,Guingamp,2,2,2.0126,2.2039,14,22,3,5,7.25,12.4545,14,10,D,90.0,45.0,2.6,2.2,0.8,1.2,1.9066200000000002,1.59372,1.76114,1.17346,11.28572,9.54746,18.43058,9.57194,0.8,0.6,2.92656,0.72676,4.4,0.8,45.0,0.3129000000000002,1.7382600000000004,0.3999999999999999,0.20000000000000007,900100000.0,51900000.0,17.34296724470135,848200000.0,1
2017/18,2018-04-29,Angers,Marseille,1,1,1.2265,2.0167,14,13,6,5,13.0,12.6875,9,6,D,37.0,69.0,1.2,2.6,1.2,1.4,1.3536199999999998,2.12848,1.55818,1.00362,16.24722,6.26952,10.94652,14.846520000000002,0.2,0.6,1.5423399999999998,2.0991,1.6,2.0,-32.0,-0.7748600000000003,9.977699999999999,-1.4000000000000001,-0.39999999999999997,69550000.0,236800000.0,0.2937077702702703,-167250000.0,1
2017/18,2018-04-29,Rennes,Toulouse,2,1,1.7436,0.4695,6,13,3,2,10.1111,13.0,4,3,H,48.0,34.0,1.2,0.8,1.0,1.0,1.3143,1.25306,0.95898,1.12352,8.16568,14.01446,16.36812,7.87466,0.2,0.2,1.77026,0.75584,1.0,0.4,14.0,0.06123999999999996,-5.84878,0.3999999999999999,0.0,131250000.0,110450000.0,1.1883205070167497,20800000.0,0
2017/18,2018-05-04,Amiens,Paris Saint Germain,2,2,0.5178,2.0562,12,23,5,8,12.0667,6.2692,1,28,D,41.0,91.0,1.4,2.6,0.8,1.0,0.95706,1.9159,1.46524,1.7882199999999997,10.71914,10.783339999999999,6.2322,18.11592,0.6,0.6,1.0897999999999999,1.68198,1.4,1.4,-50.0,-0.9588399999999999,-0.06419999999999959,-1.2000000000000002,0.0,69850000.0,900100000.0,0.0776024886123764,-830250000.0,1
2017/18,2018-05-06,Lyon,Troyes,3,0,1.4335,0.8276,17,13,5,4,12.05,17.8824,8,5,H,72.0,32.0,3.4,1.2,0.4,2.4,2.70964,1.0053,0.42069999999999996,1.8929200000000002,8.862840000000002,14.392620000000003,17.0118,9.43532,1.0,0.2,2.13558,0.71484,1.8,0.4,40.0,1.7043399999999997,-5.529780000000001,2.2,0.8,363800000.0,45050000.0,8.075471698113208,318750000.0,0
2017/18,2018-05-06,Saint-Etienne,Bordeaux,1,3,2.2993,3.1286,16,11,3,5,11.05,19.0,5,3,A,52.0,46.0,1.6,1.8,0.4,1.2,1.8425800000000003,1.95758,1.3564399999999999,1.0737,16.145039999999998,10.56644,12.694199999999999,9.70566,0.8,0.6,2.1923999999999997,1.12698,1.8,1.4,6.0,-0.11499999999999977,5.578599999999998,-0.19999999999999996,0.20000000000000007,106880000.0,155450000.0,0.6875522676101641,-48570000.0,2
2017/18,2018-05-06,Caen,Monaco,1,2,1.0519,1.2167,16,17,5,4,12.0,8.8571,2,2,A,37.0,71.0,0.6,1.0,2.0,2.4,0.79222,0.7500199999999999,1.27646,1.8899399999999997,6.4449,8.8199,11.77748,9.89808,0.0,0.2,1.55214,1.21898,1.6,1.8,-34.0,0.042200000000000126,-2.375000000000001,-0.4,-0.2,60100000.0,529799999.99999994,0.113439033597584,-469699999.99999994,2
2017/18,2018-05-06,Dijon,Guingamp,3,1,2.2471,0.199,19,4,9,1,7.9655,6.1818,7,2,H,42.0,46.0,1.2,2.6,2.4,1.2,0.75548,1.9594,1.9764400000000002,1.33226,10.283280000000001,9.65216,8.34638,9.4812,0.2,0.6,1.11168,1.03986,1.8,1.0,-4.0,-1.20392,0.631120000000001,-1.4000000000000001,-0.39999999999999997,70300000.0,51900000.0,1.3545279383429671,18400000.0,0
2017/18,2018-05-06,Metz,Angers,1,2,1.1878,1.6821,8,17,4,4,19.6842,7.5926,1,4,A,26.0,38.0,1.2,1.2,2.4,1.0,0.9541000000000001,1.18522,1.91738,1.56828,15.897959999999998,16.04166,8.559700000000001,11.53164,0.2,0.2,0.7993399999999999,1.31812,0.6,0.8,-12.0,-0.23111999999999988,-0.1437000000000026,0.0,0.0,51200000.0,69550000.0,0.7361610352264558,-18350000.0,2
2017/18,2018-05-06,Toulouse,Lille,2,3,1.0584,2.9235,6,16,4,7,10.3871,5.1579,8,6,A,34.0,32.0,0.6,1.4,1.0,2.2,0.98432,1.2063599999999999,1.2846,1.6639199999999998,14.57696,11.215720000000001,7.856880000000001,8.73826,0.2,0.2,1.58588,0.80332,1.6,1.2,2.0,-0.2220399999999999,3.3612399999999987,-0.7999999999999999,0.0,110450000.0,96750000.0,1.1416020671834626,13700000.0,2
2017/18,2018-05-06,Marseille,Nice,2,1,1.735,0.6443,18,11,8,2,10.4412,13.15,9,2,H,70.0,51.0,2.4,1.2,1.0,0.6,2.23304,1.15382,0.9850399999999999,0.6763,7.445480000000001,13.118219999999999,15.555620000000001,15.7938,0.6,0.4,1.7713,1.3027399999999998,1.8,1.8,19.0,1.0792199999999998,-5.672739999999998,1.2,0.19999999999999996,236800000.0,204100000.0,1.160215580597746,32700000.0,0
2017/18,2018-05-06,Rennes,Strasbourg,2,1,2.3672,1.0175,14,7,2,3,16.1176,10.5789,3,6,H,51.0,35.0,1.2,1.0,1.2,1.6,1.47946,1.5629399999999998,0.9747599999999998,0.9479200000000002,8.50456,10.0724,17.00146,12.3614,0.2,0.0,1.735,1.16304,1.4,1.2,16.0,-0.08347999999999978,-1.5678400000000003,0.19999999999999996,0.2,131250000.0,45600000.0,2.8782894736842106,85650000.0,0
2017/18,2018-05-06,Nantes,Montpellier,0,2,1.1237,0.4317,11,12,2,7,10.7,25.8333,6,2,A,46.0,46.0,0.6,0.8,1.8,1.2,1.0373,1.154,1.2767400000000002,1.31126,12.86832,13.6734,9.819659999999999,11.4849,0.0,0.2,1.4854,0.7891,0.6,0.8,0.0,-0.1166999999999998,-0.8050800000000002,-0.20000000000000007,-0.2,105700000.0,71850000.0,1.4711203897007654,33850000.0,2
2017/18,2018-05-12,Amiens,Metz,2,0,1.5298,0.8145,8,13,1,1,12.9412,11.1923,2,7,H,42.0,26.0,1.6,1.0,1.2,2.4,0.81232,0.8587199999999999,1.72702,1.8188,11.41356,18.69194,5.2289,8.94778,0.4,0.2,1.0913400000000002,0.94364,1.8,1.4,16.0,-0.046399999999999886,-7.2783799999999985,0.6000000000000001,0.2,69850000.0,51200000.0,1.3642578125,18650000.0,0
2017/18,2018-05-12,Angers,Nantes,0,2,0.5975,0.9166,14,12,2,2,14.875,10.55,8,6,A,41.0,46.0,1.0,0.6,1.2,1.6,1.17392,0.90678,1.6919999999999997,1.0301400000000003,14.61018,13.02166,14.160779999999999,12.23394,0.2,0.0,1.5379999999999998,0.8647199999999999,1.8,0.8,-5.0,0.26714000000000004,1.588519999999999,0.4,0.2,69550000.0,105700000.0,0.6579943235572374,-36150000.0,2
2017/18,2018-05-12,Paris Saint Germain,Rennes,0,2,0.6196,1.1536,14,10,5,2,10.0,14.5455,6,1,A,92.0,54.0,2.6,1.4,1.2,1.2,1.82384,1.5715800000000002,1.6718199999999999,0.9664999999999999,9.85384,10.3845,15.3864,16.91724,0.4,0.4,2.40398,0.9943199999999999,3.8,1.6,38.0,0.2522599999999997,-0.5306599999999992,1.2000000000000002,0.0,900100000.0,131250000.0,6.857904761904762,768850000.0,2
